fecha,apertura,maximo,minimo,cierre,volumen,openint
"2008-02-20","","","","478","","0"
"2008-02-21","","","","487","","0"
"2008-02-22","","","","481","","0"
"2008-02-25","","","","477","","0"
"2008-02-26","","","","463","","0"
"2008-02-27","","","","463","","0"
"2008-02-28","","","","479","","0"
"2008-02-29","","","","503","","0"
"2008-03-03","","","","506","","0"
"2008-03-04","","","","493","","0"
"2008-03-05","","","","475","","0"
"2008-03-06","","","","490","","0"
"2008-03-07","","","","505","","0"
"2008-03-10","","","","525","","0"
"2008-03-11","","","","490","","0"
"2008-03-12","","","","510","","0"
"2008-03-13","","","","512","","0"
"2008-03-14","","","","541","","0"
"2008-03-17","","","","580","","0"
"2008-03-18","","","","536","","0"
"2008-03-19","","","","551","","0"
"2008-03-20","","","","551","","0"
"2008-03-24","","","","532","","0"
"2008-03-25","","","","535","","0"
"2008-03-26","","","","555","","0"
"2008-03-27","","","","551","","0"
"2008-03-28","","","","559","","0"
"2008-03-31","","","","581","","0"
"2008-04-01","","","","561","","0"
"2008-04-02","","","","543","","0"
"2008-04-03","","","","530","","0"
"2008-04-04","","","","530","","0"
"2008-04-07","","","","529","","0"
"2008-04-08","","","","536","","0"
"2008-04-09","","","","544","","0"
"2008-04-10","","","","542","","0"
"2008-04-11","","","","558","","0"
"2008-04-14","","","","553","","0"
"2008-04-15","","","","550","","0"
"2008-04-16","","","","546","","0"
"2008-04-17","","","","557","","0"
"2008-04-18","","","","545","","0"
"2008-04-21","","","","560","","0"
"2008-04-22","","","","583","","0"
"2008-04-23","","","","576","","0"
"2008-04-24","","","","565","","0"
"2008-04-25","","","","589","","0"
"2008-04-28","","","","580","","0"
"2008-04-29","","","","584","","0"
"2008-04-30","","","","563","","0"
"2008-05-01","","","","547","","0"
"2008-05-02","","","","548","","0"
"2008-05-05","","","","543","","0"
"2008-05-06","","","","546","","0"
"2008-05-07","","","","570","","0"
"2008-05-08","","","","570","","0"
"2008-05-09","","","","573","","0"
"2008-05-12","","","","580","","0"
"2008-05-13","","","","566","","0"
"2008-05-14","","","","559","","0"
"2008-05-15","","","","556","","0"
"2008-05-16","","","","552","","0"
"2008-05-19","","","","538","","0"
"2008-05-20","","","","544","","0"
"2008-05-21","","","","542","","0"
"2008-05-22","","","","541","","0"
"2008-05-23","","","","559","","0"
"2008-05-27","","","","556","","0"
"2008-05-28","","","","548","","0"
"2008-05-29","","","","535","","0"
"2008-05-30","","","","535","","0"
"2008-06-02","","","","542","","0"
"2008-06-03","","","","549","","0"
"2008-06-04","","","","528","","0"
"2008-06-05","","","","526","","0"
"2008-06-06","","","","547","","0"
"2008-06-09","","","","543","","0"
"2008-06-10","","","","542","","0"
"2008-06-11","","","","535","","0"
"2008-06-12","","","","535","","0"
"2008-06-13","","","","541","","0"
"2008-06-16","","","","555","","0"
"2008-06-17","","","","575","","0"
"2008-06-18","","","","568","","0"
"2008-06-19","","","","561","","0"
"2008-06-20","","","","581","","0"
"2008-06-23","","","","572","","0"
"2008-06-24","","","","582","","0"
"2008-06-25","","","","581","","0"
"2008-06-26","","","","606","","0"
"2008-06-27","","","","614","","0"
"2008-06-30","","","","614","","0"
"2008-07-01","","","","629","","0"
"2008-07-02","","","","638","","0"
"2008-07-03","","","","622","","0"
"2008-07-07","","","","627","","0"
"2008-07-08","","","","635","","0"
"2008-07-09","","","","644","","0"
"2008-07-10","","","","651","","0"
"2008-07-11","","","","658","","0"
"2008-07-14","","","","665","","0"
"2008-07-15","","","","668","","0"
"2008-07-16","","","","657","","0"
"2008-07-17","","","","636","","0"
"2008-07-18","","","","599","","0"
"2008-07-21","","","","594","","0"
"2008-07-22","","","","601","","0"
"2008-07-23","","","","586","","0"
"2008-07-24","","","","609","","0"
"2008-07-25","","","","609","","0"
"2008-07-28","","","","624","","0"
"2008-07-29","","","","613","","0"
"2008-07-30","","","","608","","0"
"2008-07-31","","","","612","","0"
"2008-08-01","","","","625","","0"
"2008-08-04","","","","635","","0"
"2008-08-05","","","","637","","0"
"2008-08-06","","","","643","","0"
"2008-08-07","","","","684","","0"
"2008-08-08","","","","729","","0"
"2008-08-11","","","","668","","0"
"2008-08-12","","","","672","","0"
"2008-08-13","","","","657","","0"
"2008-08-14","","","","656","","0"
"2008-08-15","","","","664","","0"
"2008-08-18","","","","672","","0"
"2008-08-19","","","","672","","0"
"2008-08-20","","","","677","","0"
"2008-08-21","","","","681","","0"
"2008-08-22","","","","675","","0"
"2008-08-25","","","","685","","0"
"2008-08-26","","","","680","","0"
"2008-08-27","","","","678","","0"
"2008-08-28","","","","676","","0"
"2008-08-29","","","","671","","0"
"2008-09-02","","","","678","","0"
"2008-09-03","","","","698","","0"
"2008-09-04","","","","713","","0"
"2008-09-05","","","","722","","0"
"2008-09-08","","","","708","","0"
"2008-09-09","","","","743","","0"
"2008-09-10","","","","742","","0"
"2008-09-11","","","","754","","0"
"2008-09-12","","","","764","","0"
"2008-09-15","","","","825","","0"
"2008-09-16","","","","876","","0"
"2008-09-17","","","","930","","0"
"2008-09-18","","","","891","","0"
"2008-09-19","","","","806","","0"
"2008-09-22","","","","769","","0"
"2008-09-23","","","","785","","0"
"2008-09-24","","","","814","","0"
"2008-09-25","","","","826","","0"
"2008-09-26","","","","852","","0"
"2008-09-29","","","","924","","0"
"2008-09-30","","","","953","","0"
"2008-10-01","","","","1005","","0"
"2008-10-02","","","","1099","","0"
"2008-10-03","","","","1040","","0"
"2008-10-06","","","","1161","","0"
"2008-10-07","","","","1232","","0"
"2008-10-08","","","","1294","","0"
"2008-10-09","","","","1284","","0"
"2008-10-10","","","","1358","","0"
"2008-10-14","","","","1242","","0"
"2008-10-15","","","","1334","","0"
"2008-10-16","","","","1372","","0"
"2008-10-17","","","","1364","","0"
"2008-10-20","","","","1385","","0"
"2008-10-21","","","","1627","","0"
"2008-10-22","","","","1905","","0"
"2008-10-23","","","","1878","","0"
"2008-10-24","","","","1843","","0"
"2008-10-27","","","","1841","","0"
"2008-10-28","","","","1897","","0"
"2008-10-29","","","","1894","","0"
"2008-10-30","","","","1892","","0"
"2008-10-31","","","","1787","","0"
"2008-11-03","","","","1664","","0"
"2008-11-04","","","","1625","","0"
"2008-11-05","","","","1714","","0"
"2008-11-06","","","","1711","","0"
"2008-11-07","","","","1711","","0"
"2008-11-10","","","","1707","","0"
"2008-11-12","","","","1751","","0"
"2008-11-13","","","","1899","","0"
"2008-11-14","","","","1965","","0"
"2008-11-17","","","","1835","","0"
"2008-11-18","","","","1835","","0"
"2008-11-19","","","","1865","","0"
"2008-11-20","","","","1912","","0"
"2008-11-21","","","","1909","","0"
"2008-11-24","","","","1845","","0"
"2008-11-25","","","","1828","","0"
"2008-11-26","","","","1720","","0"
"2008-11-28","","","","1722","","0"
"2008-12-01","","","","1777","","0"
"2008-12-02","","","","1806","","0"
"2008-12-03","","","","1815","","0"
"2008-12-04","","","","1858","","0"
"2008-12-05","","","","1849","","0"
"2008-12-08","","","","1799","","0"
"2008-12-09","","","","1842","","0"
"2008-12-10","","","","1833","","0"
"2008-12-11","","","","1836","","0"
"2008-12-12","","","","1906","","0"
"2008-12-15","","","","1960","","0"
"2008-12-16","","","","1946","","0"
"2008-12-17","","","","1846","","0"
"2008-12-18","","","","1894","","0"
"2008-12-19","","","","1842","","0"
"2008-12-22","","","","1822","","0"
"2008-12-23","","","","1817","","0"
"2008-12-24","","","","1817","","0"
"2008-12-26","","","","1817","","0"
"2008-12-29","","","","1742","","0"
"2008-12-30","","","","1705","","0"
"2008-12-31","","","","1704","","0"
"2009-01-02","","","","1681","","0"
"2009-01-05","","","","1637","","0"
"2009-01-06","","","","1572","","0"
"2009-01-07","","","","1580","","0"
"2009-01-08","","","","1636","","0"
"2009-01-09","","","","1639","","0"
"2009-01-12","","","","1647","","0"
"2009-01-13","","","","1646","","0"
"2009-01-14","","","","1640","","0"
"2009-01-15","","","","1611","","0"
"2009-01-16","","","","1553","","0"
"2009-01-20","","","","1539","","0"
"2009-01-21","","","","1557","","0"
"2009-01-22","","","","1535","","0"
"2009-01-23","","","","1514","","0"
"2009-01-26","","","","1510","","0"
"2009-01-27","","","","1510","","0"
"2009-01-28","","","","1480","","0"
"2009-01-29","","","","1489","","0"
"2009-01-30","","","","1495","","0"
"2009-02-02","","","","1507","","0"
"2009-02-03","","","","1507","","0"
"2009-02-04","","","","1535","","0"
"2009-02-05","","","","1547","","0"
"2009-02-06","","","","1541","","0"
"2009-02-09","","","","1537","","0"
"2009-02-10","","","","1578","","0"
"2009-02-11","","","","1637","","0"
"2009-02-12","","","","1645","","0"
"2009-02-13","","","","1618","","0"
"2009-02-17","","","","1694","","0"
"2009-02-18","","","","1698","","0"
"2009-02-19","","","","1724","","0"
"2009-02-20","","","","1749","","0"
"2009-02-23","","","","1798","","0"
"2009-02-24","","","","1791","","0"
"2009-02-25","","","","1707","","0"
"2009-02-26","","","","1708","","0"
"2009-02-27","","","","1727","","0"
"2009-03-02","","","","1772","","0"
"2009-03-03","","","","1802","","0"
"2009-03-04","","","","1762","","0"
"2009-03-05","","","","1827","","0"
"2009-03-06","","","","1890","","0"
"2009-03-09","","","","1908","","0"
"2009-03-10","","","","1874","","0"
"2009-03-11","","","","1809","","0"
"2009-03-12","","","","1810","","0"
"2009-03-13","","","","1828","","0"
"2009-03-16","","","","1815","","0"
"2009-03-17","","","","1848","","0"
"2009-03-18","","","","1885","","0"
"2009-03-19","","","","1838","","0"
"2009-03-20","","","","1884","","0"
"2009-03-23","","","","1909","","0"
"2009-03-24","","","","1908","","0"
"2009-03-25","","","","1960","","0"
"2009-03-26","","","","1903","","0"
"2009-03-27","","","","1927","","0"
"2009-03-30","","","","1932","","0"
"2009-03-31","","","","1894","","0"
"2009-04-01","","","","1893","","0"
"2009-04-02","","","","1864","","0"
"2009-04-03","","","","1833","","0"
"2009-04-06","","","","1808","","0"
"2009-04-07","","","","1832","","0"
"2009-04-08","","","","1786","","0"
"2009-04-09","","","","1734","","0"
"2009-04-13","","","","1728","","0"
"2009-04-14","","","","1752","","0"
"2009-04-15","","","","1755","","0"
"2009-04-16","","","","1761","","0"
"2009-04-17","","","","1756","","0"
"2009-04-20","","","","1838","","0"
"2009-04-21","","","","1790","","0"
"2009-04-22","","","","1781","","0"
"2009-04-23","","","","1794","","0"
"2009-04-24","","","","1750","","0"
"2009-04-27","","","","1747","","0"
"2009-04-28","","","","1777","","0"
"2009-04-29","","","","1769","","0"
"2009-04-30","","","","1766","","0"
"2009-05-01","","","","1764","","0"
"2009-05-04","","","","1699","","0"
"2009-05-05","","","","1551","","0"
"2009-05-06","","","","1445","","0"
"2009-05-07","","","","1379","","0"
"2009-05-08","","","","1409","","0"
"2009-05-11","","","","1433","","0"
"2009-05-12","","","","1510","","0"
"2009-05-13","","","","1565","","0"
"2009-05-14","","","","1514","","0"
"2009-05-15","","","","1550","","0"
"2009-05-18","","","","1474","","0"
"2009-05-19","","","","1429","","0"
"2009-05-20","","","","1378","","0"
"2009-05-21","","","","1405","","0"
"2009-05-22","","","","1380","","0"
"2009-05-26","","","","1355","","0"
"2009-05-27","","","","1315","","0"
"2009-05-28","","","","1296","","0"
"2009-05-29","","","","1291","","0"
"2009-06-01","","","","1214","","0"
"2009-06-02","","","","1158","","0"
"2009-06-03","","","","1166","","0"
"2009-06-04","","","","1157","","0"
"2009-06-05","","","","1144","","0"
"2009-06-08","","","","1144","","0"
"2009-06-09","","","","1109","","0"
"2009-06-10","","","","1100","","0"
"2009-06-11","","","","1054","","0"
"2009-06-12","","","","1042","","0"
"2009-06-15","","","","1050","","0"
"2009-06-16","","","","1100","","0"
"2009-06-17","","","","1184","","0"
"2009-06-18","","","","1174","","0"
"2009-06-19","","","","1183","","0"
"2009-06-22","","","","1231","","0"
"2009-06-23","","","","1248","","0"
"2009-06-24","","","","1210","","0"
"2009-06-25","","","","1171","","0"
"2009-06-26","","","","1142","","0"
"2009-06-29","","","","1008","","0"
"2009-06-30","","","","1062","","0"
"2009-07-01","","","","1040","","0"
"2009-07-02","","","","1045","","0"
"2009-07-06","","","","1059","","0"
"2009-07-07","","","","1050","","0"
"2009-07-08","","","","1124","","0"
"2009-07-09","","","","1125","","0"
"2009-07-10","","","","1123","","0"
"2009-07-13","","","","1141","","0"
"2009-07-14","","","","1112","","0"
"2009-07-15","","","","1103","","0"
"2009-07-16","","","","1079","","0"
"2009-07-17","","","","1037","","0"
"2009-07-20","","","","1033","","0"
"2009-07-21","","","","1052","","0"
"2009-07-22","","","","1007","","0"
"2009-07-23","","","","966","","0"
"2009-07-24","","","","978","","0"
"2009-07-27","","","","946","","0"
"2009-07-28","","","","945","","0"
"2009-07-29","","","","963","","0"
"2009-07-30","","","","961","","0"
"2009-07-31","","","","962","","0"
"2009-08-03","","","","905","","0"
"2009-08-04","","","","877","","0"
"2009-08-05","","","","873","","0"
"2009-08-06","","","","887","","0"
"2009-08-07","","","","862","","0"
"2009-08-10","","","","875","","0"
"2009-08-11","","","","897","","0"
"2009-08-12","","","","888","","0"
"2009-08-13","","","","901","","0"
"2009-08-14","","","","912","","0"
"2009-08-17","","","","925","","0"
"2009-08-18","","","","924","","0"
"2009-08-19","","","","926","","0"
"2009-08-20","","","","914","","0"
"2009-08-21","","","","864","","0"
"2009-08-24","","","","855","","0"
"2009-08-25","","","","874","","0"
"2009-08-26","","","","917","","0"
"2009-08-27","","","","934","","0"
"2009-08-28","","","","940","","0"
"2009-08-31","","","","957","","0"
"2009-09-01","","","","967","","0"
"2009-09-02","","","","973","","0"
"2009-09-03","","","","921","","0"
"2009-09-04","","","","931","","0"
"2009-09-08","","","","876","","0"
"2009-09-09","","","","844","","0"
"2009-09-10","","","","858","","0"
"2009-09-11","","","","837","","0"
"2009-09-14","","","","809","","0"
"2009-09-15","","","","751","","0"
"2009-09-16","","","","730","","0"
"2009-09-17","","","","756","","0"
"2009-09-18","","","","755","","0"
"2009-09-21","","","","731","","0"
"2009-09-22","","","","739","","0"
"2009-09-23","","","","765","","0"
"2009-09-24","","","","795","","0"
"2009-09-25","","","","807","","0"
"2009-09-28","","","","803","","0"
"2009-09-29","","","","799","","0"
"2009-09-30","","","","784","","0"
"2009-10-01","","","","797","","0"
"2009-10-02","","","","792","","0"
"2009-10-05","","","","723","","0"
"2009-10-06","","","","708","","0"
"2009-10-07","","","","718","","0"
"2009-10-08","","","","690","","0"
"2009-10-09","","","","663","","0"
"2009-10-13","","","","693","","0"
"2009-10-14","","","","685","","0"
"2009-10-15","","","","693","","0"
"2009-10-16","","","","700","","0"
"2009-10-19","","","","711","","0"
"2009-10-20","","","","699","","0"
"2009-10-21","","","","703","","0"
"2009-10-22","","","","692","","0"
"2009-10-23","","","","692","","0"
"2009-10-26","","","","686","","0"
"2009-10-27","","","","700","","0"
"2009-10-28","","","","711","","0"
"2009-10-29","","","","707","","0"
"2009-10-30","","","","721","","0"
"2009-11-02","","","","732","","0"
"2009-11-03","","","","737","","0"
"2009-11-04","","","","728","","0"
"2009-11-05","","","","735","","0"
"2009-11-06","","","","738","","0"
"2009-11-09","","","","730","","0"
"2009-11-10","","","","729","","0"
"2009-11-12","","","","733","","0"
"2009-11-13","","","","735","","0"
"2009-11-16","","","","728","","0"
"2009-11-17","","","","724","","0"
"2009-11-18","","","","712","","0"
"2009-11-19","","","","714","","0"
"2009-11-20","","","","710","","0"
"2009-11-23","","","","698","","0"
"2009-11-24","","","","700","","0"
"2009-11-25","","","","701","","0"
"2009-11-27","","","","737","","0"
"2009-11-30","","","","766","","0"
"2009-12-01","","","","755","","0"
"2009-12-02","","","","770","","0"
"2009-12-03","","","","783","","0"
"2009-12-04","","","","773","","0"
"2009-12-07","","","","780","","0"
"2009-12-08","","","","793","","0"
"2009-12-09","","","","794","","0"
"2009-12-10","","","","777","","0"
"2009-12-11","","","","733","","0"
"2009-12-14","","","","709","","0"
"2009-12-15","","","","709","","0"
"2009-12-16","","","","689","","0"
"2009-12-17","","","","722","","0"
"2009-12-18","","","","711","","0"
"2009-12-21","","","","690","","0"
"2009-12-22","","","","671","","0"
"2009-12-23","","","","670","","0"
"2009-12-24","","","","666","","0"
"2009-12-28","","","","659","","0"
"2009-12-29","","","","662","","0"
"2009-12-30","","","","663","","0"
"2009-12-31","","","","660","","0"
"2010-01-04","","","","631","","0"
"2010-01-05","","","","643","","0"
"2010-01-06","","","","656","","0"
"2010-01-07","","","","669","","0"
"2010-01-08","","","","685","","0"
"2010-01-11","","","","681","","0"
"2010-01-12","","","","729","","0"
"2010-01-13","","","","727","","0"
"2010-01-14","","","","710","","0"
"2010-01-15","","","","735","","0"
"2010-01-19","","","","708","","0"
"2010-01-20","","","","723","","0"
"2010-01-21","","","","740","","0"
"2010-01-22","","","","756","","0"
"2010-01-25","","","","737","","0"
"2010-01-26","","","","739","","0"
"2010-01-27","","","","749","","0"
"2010-01-28","","","","751","","0"
"2010-01-29","","","","753","","0"
"2010-02-01","","","","739","","0"
"2010-02-02","","","","753","","0"
"2010-02-03","","","","751","","0"
"2010-02-04","","","","798","","0"
"2010-02-05","","","","813","","0"
"2010-02-08","","","","809","","0"
"2010-02-09","","","","801","","0"
"2010-02-10","","","","791","","0"
"2010-02-11","","","","777","","0"
"2010-02-12","","","","794","","0"
"2010-02-16","","","","797","","0"
"2010-02-17","","","","788","","0"
"2010-02-18","","","","793","","0"
"2010-02-19","","","","782","","0"
"2010-02-22","","","","785","","0"
"2010-02-23","","","","826","","0"
"2010-02-24","","","","805","","0"
"2010-02-25","","","","809","","0"
"2010-02-26","","","","806","","0"
"2010-03-01","","","","776","","0"
"2010-03-02","","","","769","","0"
"2010-03-03","","","","770","","0"
"2010-03-04","","","","764","","0"
"2010-03-05","","","","750","","0"
"2010-03-08","","","","751","","0"
"2010-03-09","","","","729","","0"
"2010-03-10","","","","722","","0"
"2010-03-11","","","","718","","0"
"2010-03-12","","","","722","","0"
"2010-03-15","","","","719","","0"
"2010-03-16","","","","720","","0"
"2010-03-17","","","","705","","0"
"2010-03-18","","","","685","","0"
"2010-03-19","","","","678","","0"
"2010-03-22","","","","677","","0"
"2010-03-23","","","","669","","0"
"2010-03-24","","","","655","","0"
"2010-03-25","","","","644","","0"
"2010-03-26","","","","645","","0"
"2010-03-29","","","","644","","0"
"2010-03-30","","","","640","","0"
"2010-03-31","","","","646","","0"
"2010-04-01","","","","646","","0"
"2010-04-05","","","","614","","0"
"2010-04-06","","","","614","","0"
"2010-04-07","","","","636","","0"
"2010-04-08","","","","637","","0"
"2010-04-09","","","","626","","0"
"2010-04-12","","","","621","","0"
"2010-04-13","","","","624","","0"
"2010-04-14","","","","618","","0"
"2010-04-15","","","","601","","0"
"2010-04-16","","","","619","","0"
"2010-04-19","","","","618","","0"
"2010-04-20","","","","622","","0"
"2010-04-21","","","","633","","0"
"2010-04-22","","","","637","","0"
"2010-04-23","","","","638","","0"
"2010-04-26","","","","620","","0"
"2010-04-27","","","","652","","0"
"2010-04-28","","","","644","","0"
"2010-04-29","","","","649","","0"
"2010-04-30","","","","659","","0"
"2010-05-03","","","","653","","0"
"2010-05-04","","","","690","","0"
"2010-05-05","","","","724","","0"
"2010-05-06","","","","786","","0"
"2010-05-07","","","","778","","0"
"2010-05-10","","","","736","","0"
"2010-05-11","","","","725","","0"
"2010-05-12","","","","709","","0"
"2010-05-13","","","","696","","0"
"2010-05-14","","","","725","","0"
"2010-05-17","","","","726","","0"
"2010-05-18","","","","754","","0"
"2010-05-19","","","","782","","0"
"2010-05-20","","","","850","","0"
"2010-05-21","","","","844","","0"
"2010-05-24","","","","832","","0"
"2010-05-25","","","","878","","0"
"2010-05-26","","","","833","","0"
"2010-05-27","","","","796","","0"
"2010-05-28","","","","807","","0"
"2010-06-01","","","","814","","0"
"2010-06-02","","","","787","","0"
"2010-06-03","","","","775","","0"
"2010-06-04","","","","816","","0"
"2010-06-07","","","","842","","0"
"2010-06-08","","","","852","","0"
"2010-06-09","","","","844","","0"
"2010-06-10","","","","808","","0"
"2010-06-11","","","","833","","0"
"2010-06-14","","","","819","","0"
"2010-06-15","","","","814","","0"
"2010-06-16","","","","795","","0"
"2010-06-17","","","","800","","0"
"2010-06-18","","","","769","","0"
"2010-06-21","","","","758","","0"
"2010-06-22","","","","777","","0"
"2010-06-23","","","","785","","0"
"2010-06-24","","","","792","","0"
"2010-06-25","","","","795","","0"
"2010-06-28","","","","780","","0"
"2010-06-29","","","","803","","0"
"2010-06-30","","","","845","","0"
"2010-07-01","","","","870","","0"
"2010-07-02","","","","856","","0"
"2010-07-06","","","","828","","0"
"2010-07-07","","","","803","","0"
"2010-07-08","","","","786","","0"
"2010-07-09","","","","775","","0"
"2010-07-12","","","","767","","0"
"2010-07-13","","","","757","","0"
"2010-07-14","","","","761","","0"
"2010-07-15","","","","770","","0"
"2010-07-16","","","","774","","0"
"2010-07-19","","","","765","","0"
"2010-07-20","","","","762","","0"
"2010-07-21","","","","758","","0"
"2010-07-22","","","","733","","0"
"2010-07-23","","","","735","","0"
"2010-07-26","","","","722","","0"
"2010-07-27","","","","711","","0"
"2010-07-28","","","","712","","0"
"2010-07-29","","","","706","","0"
"2010-07-30","","","","721","","0"
"2010-08-02","","","","700","","0"
"2010-08-03","","","","711","","0"
"2010-08-04","","","","684","","0"
"2010-08-05","","","","688","","0"
"2010-08-06","","","","685","","0"
"2010-08-09","","","","666","","0"
"2010-08-10","","","","671","","0"
"2010-08-11","","","","686","","0"
"2010-08-12","","","","689","","0"
"2010-08-13","","","","685","","0"
"2010-08-16","","","","705","","0"
"2010-08-17","","","","691","","0"
"2010-08-18","","","","697","","0"
"2010-08-19","","","","706","","0"
"2010-08-20","","","","708","","0"
"2010-08-23","","","","704","","0"
"2010-08-24","","","","741","","0"
"2010-08-25","","","","766","","0"
"2010-08-26","","","","792","","0"
"2010-08-27","","","","771","","0"
"2010-08-30","","","","774","","0"
"2010-08-31","","","","778","","0"
"2010-09-01","","","","742","","0"
"2010-09-02","","","","727","","0"
"2010-09-03","","","","704","","0"
"2010-09-07","","","","726","","0"
"2010-09-08","","","","734","","0"
"2010-09-09","","","","729","","0"
"2010-09-10","","","","729","","0"
"2010-09-13","","","","717","","0"
"2010-09-14","","","","701","","0"
"2010-09-15","","","","683","","0"
"2010-09-16","","","","669","","0"
"2010-09-17","","","","677","","0"
"2010-09-20","","","","675","","0"
"2010-09-21","","","","693","","0"
"2010-09-22","","","","697","","0"
"2010-09-23","","","","713","","0"
"2010-09-24","","","","694","","0"
"2010-09-27","","","","691","","0"
"2010-09-28","","","","696","","0"
"2010-09-29","","","","693","","0"
"2010-09-30","","","","689","","0"
"2010-10-01","","","","677","","0"
"2010-10-04","","","","683","","0"
"2010-10-05","","","","661","","0"
"2010-10-06","","","","667","","0"
"2010-10-07","","","","661","","0"
"2010-10-08","","","","643","","0"
"2010-10-12","","","","603","","0"
"2010-10-13","","","","586","","0"
"2010-10-14","","","","598","","0"
"2010-10-15","","","","593","","0"
"2010-10-18","","","","599","","0"
"2010-10-19","","","","618","","0"
"2010-10-20","","","","620","","0"
"2010-10-21","","","","623","","0"
"2010-10-22","","","","620","","0"
"2010-10-25","","","","605","","0"
"2010-10-26","","","","596","","0"
"2010-10-27","","","","545","","0"
"2010-10-28","","","","539","","0"
"2010-10-29","","","","543","","0"
"2010-11-01","","","","547","","0"
"2010-11-02","","","","551","","0"
"2010-11-03","","","","532","","0"
"2010-11-04","","","","521","","0"
"2010-11-05","","","","514","","0"
"2010-11-08","","","","526","","0"
"2010-11-09","","","","529","","0"
"2010-11-10","","","","533","","0"
"2010-11-12","","","","544","","0"
"2010-11-15","","","","542","","0"
"2010-11-16","","","","581","","0"
"2010-11-17","","","","569","","0"
"2010-11-18","","","","548","","0"
"2010-11-19","","","","543","","0"
"2010-11-22","","","","550","","0"
"2010-11-23","","","","560","","0"
"2010-11-24","","","","533","","0"
"2010-11-26","","","","533","","0"
"2010-11-29","","","","569","","0"
"2010-11-30","","","","597","","0"
"2010-12-01","","","","563","","0"
"2010-12-02","","","","548","","0"
"2010-12-03","","","","543","","0"
"2010-12-06","","","","544","","0"
"2010-12-07","","","","513","","0"
"2010-12-08","","","","521","","0"
"2010-12-09","","","","521","","0"
"2010-12-10","","","","521","","0"
"2010-12-13","","","","521","","0"
"2010-12-14","","","","511","","0"
"2010-12-15","","","","529","","0"
"2010-12-16","","","","529","","0"
"2010-12-17","","","","547","","0"
"2010-12-20","","","","528","","0"
"2010-12-21","","","","523","","0"
"2010-12-22","","","","507","","0"
"2010-12-23","","","","501","","0"
"2010-12-27","","","","500","","0"
"2010-12-28","","","","493","","0"
"2010-12-29","","","","499","","0"
"2010-12-30","","","","498","","0"
"2010-12-31","","","","507","","0"
"2011-01-03","","","","493","","0"
"2011-01-04","","","","489","","0"
"2011-01-05","","","","483","","0"
"2011-01-06","","","","486","","0"
"2011-01-07","","","","503","","0"
"2011-01-10","","","","502","","0"
"2011-01-11","","","","488","","0"
"2011-01-12","","","","478","","0"
"2011-01-13","","","","479","","0"
"2011-01-14","","","","485","","0"
"2011-01-18","","","","475","","0"
"2011-01-19","","","","495","","0"
"2011-01-20","","","","489","","0"
"2011-01-21","","","","493","","0"
"2011-01-24","","","","485","","0"
"2011-01-25","","","","503","","0"
"2011-01-26","","","","499","","0"
"2011-01-27","","","","508","","0"
"2011-01-28","","","","555","","0"
"2011-01-31","","","","552","","0"
"2011-02-01","","","","525","","0"
"2011-02-02","","","","517","","0"
"2011-02-03","","","","522","","0"
"2011-02-04","","","","518","","0"
"2011-02-07","","","","518","","0"
"2011-02-08","","","","513","","0"
"2011-02-09","","","","530","","0"
"2011-02-10","","","","527","","0"
"2011-02-11","","","","534","","0"
"2011-02-14","","","","544","","0"
"2011-02-15","","","","554","","0"
"2011-02-16","","","","549","","0"
"2011-02-17","","","","538","","0"
"2011-02-18","","","","533","","0"
"2011-02-22","","","","559","","0"
"2011-02-23","","","","571","","0"
"2011-02-24","","","","588","","0"
"2011-02-25","","","","573","","0"
"2011-02-28","","","","580","","0"
"2011-03-01","","","","590","","0"
"2011-03-02","","","","571","","0"
"2011-03-03","","","","554","","0"
"2011-03-04","","","","563","","0"
"2011-03-07","","","","558","","0"
"2011-03-08","","","","547","","0"
"2011-03-09","","","","561","","0"
"2011-03-10","","","","575","","0"
"2011-03-11","","","","574","","0"
"2011-03-14","","","","580","","0"
"2011-03-15","","","","597","","0"
"2011-03-16","","","","608","","0"
"2011-03-17","","","","590","","0"
"2011-03-18","","","","591","","0"
"2011-03-21","","","","577","","0"
"2011-03-22","","","","582","","0"
"2011-03-23","","","","563","","0"
"2011-03-24","","","","549","","0"
"2011-03-25","","","","535","","0"
"2011-03-28","","","","538","","0"
"2011-03-29","","","","544","","0"
"2011-03-30","","","","535","","0"
"2011-03-31","","","","539","","0"
"2011-04-01","","","","513","","0"
"2011-04-04","","","","515","","0"
"2011-04-05","","","","518","","0"
"2011-04-06","","","","513","","0"
"2011-04-07","","","","514","","0"
"2011-04-08","","","","507","","0"
"2011-04-11","","","","508","","0"
"2011-04-12","","","","525","","0"
"2011-04-13","","","","525","","0"
"2011-04-14","","","","528","","0"
"2011-04-15","","","","529","","0"
"2011-04-18","","","","540","","0"
"2011-04-19","","","","547","","0"
"2011-04-20","","","","541","","0"
"2011-04-21","","","","542","","0"
"2011-04-25","","","","547","","0"
"2011-04-26","","","","564","","0"
"2011-04-27","","","","567","","0"
"2011-04-28","","","","563","","0"
"2011-04-29","","","","555","","0"
"2011-05-02","","","","546","","0"
"2011-05-03","","","","555","","0"
"2011-05-04","","","","564","","0"
"2011-05-05","","","","582","","0"
"2011-05-06","","","","577","","0"
"2011-05-09","","","","588","","0"
"2011-05-10","","","","584","","0"
"2011-05-11","","","","586","","0"
"2011-05-12","","","","567","","0"
"2011-05-13","","","","579","","0"
